股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00685L,群益臺灣加權正2,115.06.25,115.06.30,ETF分割,"30,000","3,532,000","34,000","3,460,000","28,000","3,167,000","34,000","3,160,000","35,000","3,017,000"
00713,元大台灣高息低波,115.06.15,115.06.18,分配收益,"4,000","11,851,000","4,000","11,851,000","4,000","11,851,000","4,000","12,380,000","4,000","12,380,000"
00728,第一金工業30,115.06.12,115.06.17,分配收益,0,"91,000",0,"91,000",0,"91,000",0,"91,000",0,"91,000"
00730,富邦臺灣優質高息,115.06.10,115.06.15,分配收益,0,"1,597,000",0,"1,597,000",0,"1,597,000",0,"1,597,000",0,"1,597,000"
00896,中信綠能及電動車,115.06.10,115.06.15,分配收益,0,"3,458,000","1,000","2,231,000","1,000","2,231,000",0,"2,219,000","1,000","2,207,000"
00900,富邦特選高股息30,115.06.10,115.06.15,分配收益,0,"44,872,000",0,"45,470,000",0,"45,473,000",0,"46,504,000",0,"47,804,000"
00907,永豐優息存股,115.06.17,115.06.23,分配收益,0,"782,000",0,"782,000",0,"782,000",0,"803,000",0,"803,000"
00915,凱基優選高股息30,115.06.10,115.06.15,分配收益,0,"10,645,000",0,"10,841,000",0,"10,637,000",0,"7,326,000",0,"7,321,000"
00916,國泰全球品牌50,115.06.10,115.06.15,分配收益,"120,000","2,892,000",0,"326,000",0,"326,000",0,"326,000",0,"326,000"
00918,大華優利高填息30,115.06.12,115.06.17,分配收益,"172,000","35,076,000","170,000","34,688,000","166,000","33,099,000","158,000","33,950,000","158,000","32,456,000"
00919,群益台灣精選高息,115.06.10,115.06.15,分配收益,"170,000","213,342,000","165,000","206,901,000","157,000","194,832,000","162,000","191,384,000","170,000","169,439,000"
00921,兆豐龍頭等權重,115.06.10,115.06.15,分配收益,0,"314,000",0,"314,000",0,"314,000",0,"314,000",0,"314,000"
00934,中信成長高股息,115.06.10,115.06.15,分配收益,0,"768,000",0,"768,000",0,"768,000",0,"768,000",0,"768,000"
00936,台新永續高息中小,115.06.09,115.06.12,分配收益,0,"3,695,000",0,"3,695,000",0,"3,695,000",0,"3,695,000",0,"3,697,000"
00940,元大台灣價值高息,115.06.03,115.06.08,分配收益,"14,000","78,022,000","10,000","80,686,000","10,000","81,051,000","10,000","77,046,000","21,000","77,435,000"
00943,兆豐電子高息等權,115.06.10,115.06.15,分配收益,0,"403,000",0,"403,000",0,"403,000",0,"403,000",0,"403,000"
00944,野村趨勢動能高息,115.06.10,115.06.15,分配收益,0,"711,000",0,"711,000",0,"711,000",0,"711,000",0,"711,000"
00945B,凱基美國非投等債,115.06.10,115.06.15,分配收益,0,"7,801,000",0,"7,801,000",0,"7,801,000",0,"7,801,000",0,"7,801,000"
00952,凱基台灣AI50,115.06.10,115.06.15,分配收益,0,"1,093,000","1,000","993,000",0,"993,000",0,"1,012,000",0,"1,009,000"
00961,FT臺灣永續高息,115.06.10,115.06.15,分配收益,0,"1,848,000",0,"1,648,000",0,"1,648,000",0,"1,648,000",0,"1,648,000"
00962,台新AI優息動能,115.06.09,115.06.12,分配收益,0,"107,000",0,"107,000",0,"107,000",0,"107,000",0,"155,000"
00963,中信全球高股息,115.06.10,115.06.15,分配收益,0,"2,823,000",0,"2,796,000",0,"2,702,000",0,"2,702,000",0,"2,702,000"
00964,中信亞太高股息,115.06.10,115.06.15,分配收益,0,"1,354,000",0,"1,354,000",0,"1,354,000",0,"1,354,000",0,"1,357,000"
00972,野村日本動能高息,115.06.10,115.06.15,分配收益,0,"111,000",0,"111,000",0,"111,000",0,"111,000",0,"111,000"
009802,富邦旗艦50,115.06.10,115.06.15,分配收益,"32,000","2,417,000","31,000","2,417,000","27,000","2,417,000","32,000","2,417,000","31,000","2,417,000"
009803,玉山市值動能50,115.06.09,115.06.12,分配收益,0,"695,000",0,"695,000",0,"695,000",0,"695,000",0,"695,000"
009809,富邦淨零ESG50,115.06.10,115.06.15,分配收益,0,"318,000",0,"318,000",0,"318,000",0,"318,000",0,"318,000"
00981A,主動統一台股增長,115.06.10,115.06.15,分配收益,"3,262,000","361,242,000","3,619,000","360,436,000","3,355,000","333,925,000","3,970,000","340,138,000","3,554,000","296,205,000"
00981T,平衡凱基雙核收息,115.06.10,115.06.15,分配收益,0,"3,422,000",0,"1,194,000",0,"1,194,000",0,"1,194,000",0,"1,194,000"
00982D,主動富邦動態入息,115.06.10,115.06.15,分配收益,0,"919,000",0,"919,000",0,"919,000",0,"1,119,000",0,"1,119,000"
00983D,主動富邦複合收益,115.06.10,115.06.15,分配收益,0,"1,086,000",0,"1,086,000",0,"1,086,000",0,"1,086,000",0,"1,086,000"
00994A,主動第一金台股優,115.06.12,115.06.17,分配收益,"1,000","3,490,000","1,000","3,569,000","7,000","3,574,000","8,000","3,586,000","1,000","3,584,000"
1104,環泥,115.06.17,115.06.23,除息,0,"5,197,660",0,"5,013,660",0,"4,842,660",0,"4,687,660",0,"4,483,660"
1218,泰山,115.06.08,115.06.11,除息,0,"3,234,908",0,"3,234,908",0,"3,325,908",0,"3,247,908",0,"3,238,908"
1219,福壽,115.06.02,115.06.05,除息,0,"1,420,880",0,"1,481,880",0,"1,489,880",0,"1,467,880",0,"1,476,880"
1232,大統益,115.06.09,115.06.12,除息,0,"423,000",0,"417,000",0,"404,000",0,"423,000",0,"422,000"
1233,天仁,115.07.15,115.07.20,除息,0,"91,000",0,"87,000",0,"84,000",0,"83,000",0,"80,000"
1234,黑松,115.06.23,115.06.26,除息,0,"1,247,000",0,"1,247,000",0,"1,247,000",0,"1,246,000",0,"1,247,000"
1312,國喬,115.06.05,115.06.10,現金增資,"300,000","71,974,613","272,000","72,310,613","296,000","72,630,613","10,000","73,103,435","1,000","73,580,435"
1319,東陽,115.06.15,115.06.18,除息,"69,000","37,966,094","70,000","37,632,094","111,000","37,102,094","67,000","36,684,094","58,000","36,498,094"
1416,廣豐,115.06.03,115.06.08,除息,0,"248,000",0,"248,000",0,"248,000",0,"248,000",0,"248,000"
1423,利華,115.06.12,115.06.17,除息,0,"86,000",0,"84,000",0,"84,000",0,"83,000",0,"83,000"
1473,台南,115.06.04,115.06.09,除息,0,"988,000",0,"1,034,000",0,"1,057,000",0,"1,087,000",0,"1,095,000"
1476,儒鴻,115.06.11,115.06.16,除息,0,"4,060,000",0,"4,229,000",0,"4,317,000",0,"5,481,000",0,"5,475,000"
1504,東元,115.06.11,115.06.16,除息,"291,000","68,637,087","305,000","107,329,088","135,000","113,694,088","125,000","112,690,088","126,000","111,385,088"
1513,中興電,115.07.03,115.07.08,除息,"26,000","36,190,000","25,000","35,990,000","24,000","36,200,000","33,000","34,785,000","34,000","32,795,000"
1515,力山,115.06.04,115.06.09,除息,0,"2,565,676",0,"2,772,676",0,"2,788,676","2,000","2,918,676","3,000","2,892,676"
1582,信錦,115.06.10,115.06.15,除息,"48,000","6,223,000","53,000","6,305,000","67,000","6,500,000","71,000","6,446,000","49,000","6,429,000"
1590,亞德客-KY,115.07.17,115.07.22,除息,"1,000","492,236","1,000","508,236","1,000","511,236","1,000","387,236","2,000","426,236"
1605,華新,115.06.05,115.06.10,除息,"431,000","108,748,747","414,000","107,647,747","527,000","108,108,747","427,000","107,329,747","486,000","107,281,747"
1707,葡萄王,115.06.11,115.06.16,除息,0,"2,177,000","4,000","2,136,000","4,000","2,115,000","4,000","2,111,000","4,000","2,123,000"
1717,長興,115.06.23,115.06.26,現金增資,"508,000","49,747,000","636,000","50,149,000","630,000","52,016,000","675,000","57,037,000","821,000","60,873,000"
1733,五鼎,115.06.03,115.06.08,除息,0,"848,000",0,"1,017,000",0,"1,012,000",0,"1,077,000",0,"1,078,000"
1760,寶齡富錦,115.06.05,115.06.10,除息,"7,000","910,000","7,000","906,000","7,000","902,000","7,000","895,000","7,000","899,000"
1773,勝一,115.06.11,115.06.16,除息,"10,000","1,987,500","10,000","1,957,500","12,000","2,000,500","11,000","1,971,500","20,000","1,848,500"
1776,展宇,115.06.08,115.06.11,除息,0,"106,000",0,"106,000",0,"106,000",0,"106,000",0,"106,000"
1810,和成,115.06.08,115.06.11,除息,"20,000","6,945,000","22,000","6,530,000","15,000","6,881,000","15,000","6,949,000","19,000","6,662,000"
2030,彰源,115.06.05,115.06.10,除息,0,"2,712,000",0,"2,836,000",0,"2,842,000",0,"3,025,000",0,"2,996,000"
2031,新光鋼,115.06.09,115.06.12,除息,"1,000","3,622,000","1,000","3,578,000","1,000","3,509,000","1,000","3,498,000","1,000","3,408,000"
2069,運錩,115.06.10,115.06.15,除息,"3,000","947,330","3,000","947,330","3,000","947,330","3,000","947,330","3,000","947,330"
2105,正新,115.06.11,115.06.16,除息,"4,000","36,565,443","1,000","33,174,443","1,000","31,928,443","1,000","30,069,443","1,000","29,337,443"
2107,厚生,115.06.09,115.06.12,除息,0,"1,070,000",0,"1,148,000",0,"1,158,000",0,"1,157,000",0,"1,143,000"
2114,鑫永銓,115.06.03,115.06.08,除息,0,"105,800",0,"97,800",0,"93,800",0,"138,800",0,"136,800"
2115,六暉-KY,115.06.11,115.06.16,除息,0,"305,000",0,"305,000",0,"314,000",0,"332,000",0,"329,000"
2207,和泰車,115.06.08,115.06.11,除息,0,"15,333,262",0,"16,011,262",0,"15,918,262",0,"15,961,262",0,"15,856,248"
2308,台達電,115.06.11,115.06.16,除息,"68,000","6,276,897","78,000","6,213,897","78,000","6,509,897","82,000","6,577,897","89,000","6,367,897"
2327,國巨*,115.06.08,115.06.11,除息,"1,058,000","14,190,828","1,402,000","14,161,828","1,600,000","17,859,388","1,544,000","17,830,388","1,521,000","17,830,388"
2329,華泰,115.06.05,115.06.10,除息,"206,000","28,626,000","139,000","29,196,000","164,000","32,441,000","159,000","32,772,000","178,000","33,244,000"
2330,台積電,115.06.05,115.06.10,除息,"91,000","15,222,680","99,000","11,579,680","106,000","8,311,680","133,000","5,111,680","101,000","5,025,680"
2362,藍天,115.06.18,115.06.24,除息,"106,000","5,803,000","3,000","5,481,000","3,000","5,161,000","4,000","5,096,000","4,000","5,048,000"
2380,虹光,115.06.11,,減資,0,0,0,0,0,0,0,0,0,0
2385,群光,115.06.09,115.06.12,除息,"4,000","50,472,881","2,000","50,081,881","2,000","50,010,881","3,000","50,152,356","2,000","49,950,356"
2421,建準,115.06.04,115.06.09,除息,"17,000","14,862,172","21,000","15,096,172","18,000","15,218,172","23,000","15,230,172","26,000","15,193,172"
2450,神腦,115.06.11,115.06.16,除息,"4,000","562,000","4,000","606,000","4,000","604,000","4,000","600,000","4,000","585,000"
2459,敦吉,115.06.10,115.06.15,除息,0,"401,000",0,"416,000",0,"416,000",0,"416,000",0,"418,000"
2467,志聖,115.06.12,115.06.17,除息,"40,000","1,170,949","50,000","1,169,949","50,000","1,179,949","52,000","1,229,949","58,000","1,244,949"
2480,敦陽科,115.06.10,115.06.15,除息,0,"4,204,000",0,"4,163,000",0,"4,054,000",0,"3,993,000",0,"3,878,000"
2504,國產,115.06.11,115.06.16,除息,0,"44,195,000",0,"43,897,000",0,"43,353,000",0,"42,709,000",0,"42,074,000"
2603,長榮,115.06.11,115.06.16,除息,"58,000","137,301,988","38,000","137,602,988","35,000","138,487,988","29,000","135,179,988","25,000","130,854,988"
2606,裕民,115.06.10,115.06.15,除息,"18,000","14,535,924","60,000","14,351,924","70,000","14,350,924","85,000","14,172,924","104,000","14,248,924"
2608,嘉里大榮,115.06.09,115.06.12,除息,0,"2,327,000",0,"2,396,000",0,"2,597,000","11,000","2,555,000","11,000","2,515,000"
2634,漢翔,115.07.02,115.07.07,除息,"5,000","30,678,000","5,000","30,993,588","10,000","31,493,588","10,000","31,969,000","12,000","32,004,000"
2636,台驊控股,115.07.09,115.07.14,除息,"1,000","3,170,626","1,000","3,168,626","1,000","3,172,626","1,000","3,140,626","1,000","3,173,626"
2637,慧洋-KY,115.06.04,115.06.09,除息,"2,000","5,763,030","8,000","6,149,030","3,000","6,458,030","5,000","6,477,030","2,000","6,548,030"
2731,雄獅,115.06.03,115.06.08,除息,"20,000","4,437,631","22,000","4,488,631","21,000","4,483,631","20,000","4,478,631","21,000","4,459,631"
2832,台產,115.06.09,115.06.12,除息,0,"450,000",0,"505,000",0,"503,000",0,"503,000",0,"503,000"
2850,新產,115.06.10,115.06.15,除息,0,"1,273,000",0,"1,272,000",0,"1,178,000",0,"1,071,000",0,"1,002,000"
2908,特力,115.06.10,115.06.15,除息,0,"913,000",0,"968,000",0,"967,000",0,"1,279,000",0,"1,279,000"
3006,晶豪科,115.06.26,115.07.01,除息,"408,000","4,224,000","321,000","4,337,000","361,000","4,241,000","393,000","4,293,000","386,000","4,386,000"
3015,全漢,115.06.10,115.06.15,除息,"1,000","4,424,000","1,000","4,395,000","1,000","4,419,000","1,000","4,459,000","1,000","4,416,000"
3026,禾伸堂,115.06.15,115.06.18,除息,"139,000","2,261,050","270,000","2,254,050","218,000","2,271,050","288,000","2,226,050","301,000","2,248,050"
